species	county
Anthidium clypeodentatum	Spokane
Anthidium edwardsii	Grant
Anthidium emarginatum	Adams
Anthidium emarginatum	Benton
Anthidium emarginatum	Jefferson
Anthidium emarginatum	Lincoln
Anthidium emarginatum	Whitman
Anthidium formosum	Spokane
Anthidium mormonum	Kittitas
Anthidium mormonum	Klickitat
Anthidium mormonum	Okanogan
Anthidium mormonum	Spokane
Anthidium tenuiflorae	Kittitas
Anthidium tenuiflorae	Okanogan
Anthidium tenuiflorae	San Juan
Anthidium tenuiflorae	Skagit
Anthidium utahense	Grant
Anthidium utahense	Klickitat
Anthidium utahense	Spokane
Anthidium utahense	Walla Walla
Anthidium utahense	Whitman
Anthidium utahense	Yakima
Dianthidium curvatum	Garfield
Dianthidium heterulkei	Okanogan
Dianthidium parvum	Thurston
Dianthidium plenum	Klickitat
Dianthidium pudicum	Benton
Dianthidium pudicum	Spokane
Dianthidium pudicum	Walla Walla
Dianthidium subparvum	Chelan
Dianthidium subparvum	Okanogan
Dianthidium subparvum	Spokane
Dianthidium subparvum	Thurston
Dianthidium subparvum	Walla Walla
Dianthidium subparvum	Whitman
Dianthidium ulkei	Klickitat
Dianthidium ulkei	Okanogan
Dianthidium ulkei	Pierce
Dianthidium ulkei	Spokane
Stelis laticincta	Benton
Stelis laticincta	Clark
Stelis laticincta	Douglas
Stelis laticincta	Klickitat
Stelis calliphorina	Spokane
Stelis calliphorina	Whitman
Stelis callura	Adams
Stelis callura	Benton
Stelis callura	Spokane
Stelis callura	Whitman
Stelis foederalis	Spokane
Stelis holocyanea	Spokane
Stelis lateralis	Spokane
Stelis lateralis	Walla Walla
Stelis montana	Benton
Stelis montana	Chelan
Stelis montana	Kittitas
Stelis montana	Okanogan
Stelis montana	Stevens
Stelis montana	Thurston
Stelis montana	Walla Walla
Stelis montana	Yakima
Stelis monticola	King
Stelis monticola	San Juan
Stelis monticola	Spokane
Stelis nitida	King
Stelis occidentalis	Spokane
Stelis pavonina	Lincoln
Stelis pavonina	Spokane
Stelis rubi	King
Stelis rubi	Thurston
Stelis subcaerulea	Okanogan
Stelis subcaerulea	Whitman
Stelis subemarginata	Benton
Stelis subemarginata	Okanogan
Stelis subemarginata	Spokane
Stelis subemarginata	Walla Walla
Stelis subemarginata	Whitman
Stelis subglauca	Spokane
Dioxys aurifuscus	Grant
Dioxys pacificus	Benton
Dioxys pomonae	Pierce
Dioxys pomonae	Spokane
Dioxys productus	Spokane
Coelioxys moestus	Okanogan
Coelioxys moestus	Thurston
Coelioxys octodentatus	Kittitas
Coelioxys octodentatus	Walla Walla
Coelioxys octodentatus	Yakima
Coelioxys rufitarsis	Benton
Coelioxys rufitarsis	Chelan
Coelioxys rufitarsis	Clallam
Coelioxys rufitarsis	Ferry
Coelioxys rufitarsis	Franklin
Coelioxys rufitarsis	Jefferson
Coelioxys rufitarsis	King
Coelioxys rufitarsis	Kittitas
Coelioxys rufitarsis	Lewis
Coelioxys rufitarsis	Okanogan
Coelioxys rufitarsis	San Juan
Coelioxys rufitarsis	Thurston
Coelioxys rufitarsis	Walla Walla
Coelioxys rufitarsis	Whitman
Coelioxys rufitarsis	Yakima
Coelioxys sodalis	Clallam
Coelioxys sodalis	Okanogan
Coelioxys sodalis	Thurston
Coelioxys edita	Asotin
Coelioxys grindeliae	Benton
Coelioxys mesae	Grant
Coelioxys serricaudatus	Spokane
Coelioxys serricaudatus	Whitman
Megachile parallela	Asotin
Megachile parallela	Benton
Megachile parallela	Walla Walla
Megachile parallela	Whitman
Megachile parallela	Yakima
Megachile angelarum	Benton
Megachile angelarum	Chelan
Megachile angelarum	King
Megachile angelarum	Thurston
Megachile angelarum	Walla Walla
Megachile angelarum	Whitman
Megachile brevis	Benton
Megachile brevis	Garfield
Megachile brevis	Skamania
Megachile brevis	Spokane
Megachile brevis	Thurston
Megachile brevis	Walla Walla
Megachile brevis	Whitman
Megachile brevis	Yakima
Megachile cleomis	Grant
Megachile cleomis	Whitman
Megachile cleomis	Yakima
Megachile coquilletti	Benton
Megachile coquilletti	Chelan
Megachile coquilletti	Walla Walla
Megachile coquilletti	Whitman
Megachile coquilletti	Yakima
Megachile mendica	Kittitas
Megachile mendica	Whitman
Megachile onobrychidis	Benton
Megachile onobrychidis	Clark
Megachile onobrychidis	Ferry
Megachile onobrychidis	Garfield
Megachile onobrychidis	Grant
Megachile onobrychidis	Klickitat
Megachile onobrychidis	Spokane
Megachile onobrychidis	Walla Walla
Megachile onobrychidis	Whitman
Megachile onobrychidis	Yakima
Megachile snowi	Whitman
Megachile centuncularis	Okanogan
Megachile centuncularis	Pierce
Megachile centuncularis	Whitman
Megachile montivaga	Benton
Megachile montivaga	Grant
Megachile montivaga	Kittitas
Megachile montivaga	Klickitat
Megachile montivaga	Okanogan
Megachile montivaga	Pierce
Megachile montivaga	Spokane
Megachile montivaga	Thurston
Megachile montivaga	Wahkiakum
Megachile montivaga	Walla Walla
Megachile montivaga	Whitman
Megachile montivaga	Yakima
Megachile relativa	Chelan
Megachile relativa	Clallam
Megachile relativa	Clark
Megachile relativa	Jefferson
Megachile relativa	King
Megachile relativa	Mason
Megachile relativa	Okanogan
Megachile relativa	Pierce
Megachile relativa	Thurston
Megachile relativa	Whitman
Megachile relativa	Yakima
Megachile anograe	Asotin
Megachile anograe	Benton
Megachile anograe	Grant
Megachile gravita	Klickitat
Megachile gravita	Thurston
Megachile legalis	Grant
Megachile nevadensis	Benton
Megachile nevadensis	Yakima
Megachile pascoensis	Franklin
Megachile pascoensis	Spokane
Megachile pascoensis	Thurston
Megachile pascoensis	Whitman
Megachile subnigra	Adams
Megachile subnigra	Benton
Megachile subnigra	Grant
Megachile subnigra	Whitman
Megachile subnigra	Yakima
Megachile umatillensis	Benton
Megachile umatillensis	Spokane
Megachile umatillensis	Walla Walla
Megachile wheeleri	Benton
Megachile wheeleri	Spokane
Megachile wheeleri	Yakima
Megachile fidelis	Benton
Megachile fidelis	Chelan
Megachile fidelis	Ferry
Megachile fidelis	King
Megachile fidelis	Kitsap
Megachile fidelis	Kittitas
Megachile fidelis	Okanogan
Megachile fidelis	Thurston
Megachile mellitarsis	Grant
Megachile mellitarsis	Yakima
Megachile pugnata	Chelan
Megachile pugnata	Ferry
Megachile pugnata	King
Megachile pugnata	Kitsap
Megachile pugnata	Okanogan
Megachile pugnata	San Juan
Megachile pugnata	Spokane
Megachile pugnata	Thurston
Megachile pugnata	Walla Walla
Megachile pugnata	Whitman
Megachile pugnata	Yakima
Megachile dentitarsus	San Juan
Megachile dentitarsus	Yakima
Megachile frigida	Grays Harbor
Megachile frigida	King
Megachile frigida	Lewis
Megachile frigida	Okanogan
Megachile frigida	Thurston
Megachile frigida	Walla Walla
Megachile frigida	Yakima
Megachile gemula	Okanogan
Megachile gemula	San Juan
Megachile gemula	Thurston
Megachile melanophaea	Chelan
Megachile melanophaea	Clallam
Megachile melanophaea	Jefferson
Megachile melanophaea	King
Megachile melanophaea	Okanogan
Megachile melanophaea	Pierce
Megachile melanophaea	San Juan
Megachile melanophaea	Skamania
Megachile melanophaea	Thurston
Megachile melanophaea	Wahkiakum
Megachile melanophaea	Yakima
Megachile perihirta	Benton
Megachile perihirta	Chelan
Megachile perihirta	Clallam
Megachile perihirta	Douglas
Megachile perihirta	Ferry
Megachile perihirta	Garfield
Megachile perihirta	Grant
Megachile perihirta	Island
Megachile perihirta	Jefferson
Megachile perihirta	King
Megachile perihirta	Kitsap
Megachile perihirta	Kittitas
Megachile perihirta	Klickitat
Megachile perihirta	Okanogan
Megachile perihirta	Pierce
Megachile perihirta	San Juan
Megachile perihirta	Skamania
Megachile perihirta	Snohomish
Megachile perihirta	Spokane
Megachile perihirta	Stevens
Megachile perihirta	Thurston
Megachile perihirta	Wahkiakum
Megachile perihirta	Walla Walla
Megachile perihirta	Whatcom
Megachile perihirta	Whitman
Megachile perihirta	Yakima
Ashmeadiella foxiella	Yakima
Ashmeadiella aridula	Spokane
Ashmeadiella aridula	Whitman
Ashmeadiella aridula	Yakima
Ashmeadiella cactorum	King
Ashmeadiella cactorum	Okanogan
Ashmeadiella cactorum	Thurston
Ashmeadiella cubiceps	Okanogan
Ashmeadiella meliloti	Spokane
Atoposmia elongata	Okanogan
Atoposmia elongata	Pierce
Atoposmia copelandica	Okanogan
Atoposmia copelandica	Stevens
Chelostoma minutum	Okanogan
Chelostoma minutum	Spokane
Chelostoma phaceliae	Asotin
Chelostoma phaceliae	Benton
Chelostoma phaceliae	Walla Walla
Heriades carinata	Cowlitz
Heriades carinata	King
Heriades carinata	Thurston
Heriades carinata	Yakima
Heriades cressoni	Chelan
Heriades cressoni	Okanogan
Heriades occidentalis	Yakima
Heriades variolosa	Stevens
Heriades variolosa	Yakima
Hoplitis albifrons	Chelan
Hoplitis albifrons	Clallam
Hoplitis albifrons	Columbia
Hoplitis albifrons	Kittitas
Hoplitis albifrons	Klickitat
Hoplitis albifrons	Okanogan
Hoplitis albifrons	Pierce
Hoplitis albifrons	San Juan
Hoplitis albifrons	Spokane
Hoplitis albifrons	Stevens
Hoplitis albifrons	Thurston
Hoplitis albifrons	Yakima
Hoplitis fulgida	Clallam
Hoplitis fulgida	Columbia
Hoplitis fulgida	Ferry
Hoplitis fulgida	Grant
Hoplitis fulgida	Kittitas
Hoplitis fulgida	Okanogan
Hoplitis fulgida	Pierce
Hoplitis fulgida	Spokane
Hoplitis fulgida	Stevens
Hoplitis fulgida	Yakima
Hoplitis grinnelli	Benton
Hoplitis grinnelli	Garfield
Hoplitis grinnelli	Grant
Hoplitis grinnelli	Klickitat
Hoplitis grinnelli	Lewis
Hoplitis grinnelli	Okanogan
Hoplitis grinnelli	Spokane
Hoplitis grinnelli	Thurston
Hoplitis grinnelli	Whitman
Hoplitis hypocrita	Benton
Hoplitis hypocrita	Garfield
Hoplitis hypocrita	Spokane
Hoplitis hypocrita	Whitman
Hoplitis hypocrita	Yakima
Hoplitis louisae	Benton
Hoplitis louisae	Kittitas
Hoplitis louisae	Thurston
Hoplitis louisae	Yakima
Hoplitis producta	Benton
Hoplitis producta	Klickitat
Hoplitis producta	Okanogan
Hoplitis producta	Skamania
Hoplitis producta	Spokane
Hoplitis producta	Thurston
Hoplitis producta	Wahkiakum
Hoplitis producta	Whitman
Hoplitis sambuci	Garfield
Hoplitis sambuci	Klickitat
Hoplitis sambuci	Spokane
Hoplitis sambuci	Walla Walla
Hoplitis sambuci	Whitman
Hoplitis spoliata	Whitman
Hoplitis uvulalis	Okanogan
Hoplitis viridimicans	Thurston
Hoplitis robusta	Chelan
Hoplitis robusta	Garfield
Hoplitis robusta	Okanogan
Hoplitis orthognatha	Asotin
Osmia californica	Benton
Osmia californica	Chelan
Osmia californica	Franklin
Osmia californica	Grant
Osmia californica	Kittitas
Osmia californica	Klickitat
Osmia californica	Lincoln
Osmia californica	Okanogan
Osmia californica	Spokane
Osmia californica	Stevens
Osmia californica	Walla Walla
Osmia californica	Whitman
Osmia californica	Yakima
Osmia grinnelli	Yakima
Osmia marginipennis	Chelan
Osmia marginipennis	Okanogan
Osmia marginipennis	Stevens
Osmia marginipennis	Whitman
Osmia marginipennis	Yakima
Osmia montana	Douglas
Osmia montana	Kittitas
Osmia montana	Klickitat
Osmia montana	Okanogan
Osmia montana	Spokane
Osmia montana	Stevens
Osmia montana	Whitman
Osmia montana	Yakima
Osmia subaustralis	Clallam
Osmia subaustralis	Okanogan
Osmia subaustralis	Spokane
Osmia subaustralis	Stevens
Osmia subaustralis	Walla Walla
Osmia subaustralis	Whitman
Osmia iridis	Garfield
Osmia iridis	Spokane
Osmia coloradensis	Chelan
Osmia coloradensis	Clallam
Osmia coloradensis	Island
Osmia coloradensis	King
Osmia coloradensis	Kittitas
Osmia coloradensis	Klickitat
Osmia coloradensis	Lewis
Osmia texana	Asotin
Osmia texana	Clark
Osmia texana	Klickitat
Osmia texana	Pierce
Osmia texana	Wahkiakum
Osmia texana	Whitman
Osmia texana	Yakima
Osmia aglaia	Whitman
Osmia albolateralis	Benton
Osmia albolateralis	Chelan
Osmia albolateralis	Garfield
Osmia albolateralis	Kittitas
Osmia albolateralis	Klickitat
Osmia albolateralis	Lincoln
Osmia albolateralis	Okanogan
Osmia albolateralis	Skagit
Osmia albolateralis	Skamania
Osmia albolateralis	Spokane
Osmia albolateralis	Stevens
Osmia albolateralis	Wahkiakum
Osmia albolateralis	Whitman
Osmia albolateralis	Yakima
Osmia atriventris	Whitman
Osmia atrocyanea	Chelan
Osmia atrocyanea	Clark
Osmia atrocyanea	Garfield
Osmia atrocyanea	Klickitat
Osmia atrocyanea	Lincoln
Osmia atrocyanea	Okanogan
Osmia atrocyanea	Spokane
Osmia atrocyanea	Stevens
Osmia atrocyanea	Thurston
Osmia atrocyanea	Walla Walla
Osmia atrocyanea	Whitman
Osmia atrocyanea	Yakima
Osmia austromaritima	Benton
Osmia austromaritima	Spokane
Osmia bella	Grant
Osmia bella	Kittitas
Osmia bella	Klickitat
Osmia bella	Okanogan
Osmia bella	Pierce
Osmia bella	San Juan
Osmia brevis	Kittitas
Osmia brevis	Klickitat
Osmia brevis	Okanogan
Osmia brevis	Spokane
Osmia brevis	Stevens
Osmia brevis	Whitman
Osmia brevis	Yakima
Osmia bruneri	Benton
Osmia bruneri	Chelan
Osmia bruneri	Columbia
Osmia bruneri	Garfield
Osmia bruneri	Grant
Osmia bruneri	Kittitas
Osmia bruneri	Spokane
Osmia bruneri	Stevens
Osmia bruneri	Walla Walla
Osmia bruneri	Yakima
Osmia bucephala	Clark
Osmia bucephala	Garfield
Osmia bucephala	Jefferson
Osmia bucephala	King
Osmia bucephala	Kitsap
Osmia bucephala	Okanogan
Osmia bucephala	San Juan
Osmia bucephala	Skamania
Osmia bucephala	Stevens
Osmia bucephala	Thurston
Osmia bucephala	Wahkiakum
Osmia bucephala	Whatcom
Osmia bucephala	Whitman
Osmia cahuilla	Pierce
Osmia calla	Benton
Osmia calla	Klickitat
Osmia calla	Spokane
Osmia calla	Thurston
Osmia calla	Whitman
Osmia cara	Kittitas
Osmia cobaltina	Chelan
Osmia cobaltina	Franklin
Osmia cobaltina	Grant
Osmia cobaltina	Whitman
Osmia cyanella	Asotin
Osmia cyanella	Chelan
Osmia cyanella	King
Osmia cyanella	Klickitat
Osmia cyanella	Thurston
Osmia cyanella	Yakima
Osmia cyanopoda	Benton
Osmia cyanopoda	Garfield
Osmia cyanopoda	Walla Walla
Osmia dakotensis	Benton
Osmia dakotensis	Garfield
Osmia densa	Chelan
Osmia densa	Clallam
Osmia densa	Garfield
Osmia densa	Island
Osmia densa	King
Osmia densa	Kittitas
Osmia densa	Klickitat
Osmia densa	San Juan
Osmia densa	Spokane
Osmia densa	Stevens
Osmia densa	Whatcom
Osmia densa	Whitman
Osmia densa	Yakima
Osmia dolerosa	Chelan
Osmia dolerosa	Clallam
Osmia dolerosa	King
Osmia dolerosa	Kitsap
Osmia dolerosa	Klickitat
Osmia dolerosa	Okanogan
Osmia dolerosa	Pacific
Osmia dolerosa	Pierce
Osmia dolerosa	San Juan
Osmia dolerosa	Thurston
Osmia dolerosa	Whitman
Osmia ednae	Spokane
Osmia ednae	Whitman
Osmia exigua	Klickitat
Osmia exigua	Okanogan
Osmia exigua	Spokane
Osmia exigua	Stevens
Osmia exigua	Thurston
Osmia exigua	Yakima
Osmia giliarum	Adams
Osmia giliarum	King
Osmia giliarum	Kittitas
Osmia giliarum	Klickitat
Osmia giliarum	Thurston
Osmia giliarum	Walla Walla
Osmia giliarum	Whitman
Osmia giliarum	Yakima
Osmia grindeliae	Chelan
Osmia inermis	King
Osmia integra	Adams
Osmia integra	Benton
Osmia integra	Chelan
Osmia integra	Garfield
Osmia integra	Grant
Osmia integra	Kittitas
Osmia integra	Walla Walla
Osmia integra	Yakima
Osmia inurbana	Garfield
Osmia inurbana	Thurston
Osmia inurbana	Walla Walla
Osmia inurbana	Whitman
Osmia juxta	Asotin
Osmia juxta	Chelan
Osmia juxta	Ferry
Osmia juxta	King
Osmia juxta	Kittitas
Osmia juxta	Klickitat
Osmia juxta	Lewis
Osmia juxta	Okanogan
Osmia juxta	San Juan
Osmia juxta	Spokane
Osmia juxta	Stevens
Osmia juxta	Thurston
Osmia juxta	Whitman
Osmia kincaidii	Benton
Osmia kincaidii	Klickitat
Osmia kincaidii	Okanogan
Osmia kincaidii	Pierce
Osmia kincaidii	Skagit
Osmia kincaidii	Spokane
Osmia kincaidii	Stevens
Osmia kincaidii	Thurston
Osmia laeta	Klickitat
Osmia laeta	Okanogan
Osmia lanei	Yakima
Osmia longula	Benton
Osmia longula	Chelan
Osmia longula	Kittitas
Osmia longula	Okanogan
Osmia longula	Spokane
Osmia longula	Thurston
Osmia longula	Whitman
Osmia longula	Yakima
Osmia malina	Chelan
Osmia malina	Clallam
Osmia malina	King
Osmia malina	Klickitat
Osmia malina	Wahkiakum
Osmia melanopleura	Klickitat
Osmia melanopleura	Spokane
Osmia melanopleura	Stevens
Osmia melanopleura	Whitman
Osmia nanula	King
Osmia nanula	Okanogan
Osmia nanula	Skamania
Osmia nanula	Spokane
Osmia nanula	Walla Walla
Osmia nanula	Whitman
Osmia nemoris	Benton
Osmia nemoris	Klickitat
Osmia nemoris	Spokane
Osmia nemoris	Thurston
Osmia nemoris	Walla Walla
Osmia nemoris	Whitman
Osmia nifoata	Whitman
Osmia nifoata	Yakima
Osmia nigrifrons	Adams
Osmia nigrifrons	Benton
Osmia nigrifrons	Garfield
Osmia nigrifrons	King
Osmia nigrifrons	Klickitat
Osmia nigrifrons	Stevens
Osmia nigrifrons	Whitman
Osmia nigriventris	Okanogan
Osmia nigriventris	Pierce
Osmia nigriventris	Stevens
Osmia nigriventris	Whatcom
Osmia nigrobarbata	Walla Walla
Osmia obliqua	Klickitat
Osmia obliqua	Spokane
Osmia odontogaster	King
Osmia odontogaster	Okanogan
Osmia odontogaster	Thurston
Osmia odontogaster	Whitman
Osmia paradisica	Chelan
Osmia paradisica	Okanogan
Osmia paradisica	Pierce
Osmia paradisica	Skagit
Osmia paradisica	Stevens
Osmia paradisica	Whatcom
Osmia pentstemonis	Clallam
Osmia pentstemonis	Kittitas
Osmia pentstemonis	Klickitat
Osmia pentstemonis	Okanogan
Osmia pentstemonis	Pierce
Osmia pentstemonis	Stevens
Osmia pentstemonis	Whitman
Osmia pentstemonis	Yakima
Osmia pikei	King
Osmia pikei	Okanogan
Osmia pikei	Thurston
Osmia proxima	Clark
Osmia proxima	Garfield
Osmia proxima	Jefferson
Osmia proxima	Klickitat
Osmia proxima	Okanogan
Osmia proxima	San Juan
Osmia proxima	Skamania
Osmia proxima	Spokane
Osmia proxima	Stevens
Osmia proxima	Wahkiakum
Osmia proxima	Whitman
Osmia pulsatillae	King
Osmia pulsatillae	Whitman
Osmia pusilla	Benton
Osmia pusilla	Clallam
Osmia pusilla	Clark
Osmia pusilla	Cowlitz
Osmia pusilla	Garfield
Osmia pusilla	Klickitat
Osmia pusilla	Okanogan
Osmia pusilla	Pierce
Osmia pusilla	Skamania
Osmia pusilla	Spokane
Osmia pusilla	Stevens
Osmia pusilla	Whatcom
Osmia pusilla	Whitman
Osmia raritatis	Klickitat
Osmia raritatis	Spokane
Osmia raritatis	Yakima
Osmia rawlinsi	Chelan
Osmia rawlinsi	Grant
Osmia rawlinsi	Walla Walla
Osmia rawlinsi	Yakima
Osmia regulina	Garfield
Osmia regulina	Klickitat
Osmia regulina	Walla Walla
Osmia sculleni	Klickitat
Osmia sculleni	Okanogan
Osmia sculleni	Spokane
Osmia sedula	Klickitat
Osmia sedula	Thurston
Osmia simillima	Clallam
Osmia simillima	Garfield
Osmia simillima	Island
Osmia simillima	Jefferson
Osmia simillima	King
Osmia simillima	Pacific
Osmia simillima	Spokane
Osmia simillima	Stevens
Osmia simillima	Thurston
Osmia simillima	Whatcom
Osmia simillima	Whitman
Osmia simillima	Yakima
Osmia tanneri	Okanogan
Osmia thysanisca	Whitman
Osmia thysanisca	Yakima
Osmia trevoris	Benton
Osmia trevoris	Clark
Osmia trevoris	Columbia
Osmia trevoris	Franklin
Osmia trevoris	Garfield
Osmia trevoris	King
Osmia trevoris	Kittitas
Osmia trevoris	Klickitat
Osmia trevoris	Okanogan
Osmia trevoris	Skamania
Osmia trevoris	Spokane
Osmia trevoris	Stevens
Osmia trevoris	Thurston
Osmia trevoris	Walla Walla
Osmia trevoris	Whitman
Osmia trifoliama	Klickitat
Osmia trifoliama	San Juan
Osmia tristella	Chelan
Osmia tristella	Clallam
Osmia tristella	King
Osmia tristella	Okanogan
Osmia tristella	Pierce
Osmia tristella	Spokane
Osmia tristella	Stevens
Osmia tristella	Thurston
Osmia tristella	Walla Walla
Osmia tristella	Yakima
Osmia unca	Benton
Osmia unca	Garfield
Osmia unca	Walla Walla
Osmia unca	Whitman
Osmia vandykei	Benton
Osmia vandykei	Klickitat
Osmia vandykei	Spokane
Osmia vandykei	Whitman
Osmia lignaria	Adams
Osmia lignaria	Chelan
Osmia lignaria	Clallam
Osmia lignaria	Clark
Osmia lignaria	Cowlitz
Osmia lignaria	Ferry
Osmia lignaria	Grant
Osmia lignaria	Island
Osmia lignaria	Jefferson
Osmia lignaria	King
Osmia lignaria	Kitsap
Osmia lignaria	Klickitat
Osmia lignaria	Mason
Osmia lignaria	Okanogan
Osmia lignaria	Pacific
Osmia lignaria	Pierce
Osmia lignaria	San Juan
Osmia lignaria	Skagit
Osmia lignaria	Snohomish
Osmia lignaria	Spokane
Osmia lignaria	Stevens
Osmia lignaria	Thurston
Osmia lignaria	Walla Walla
Osmia lignaria	Whatcom
Osmia lignaria	Whitman
Osmia lignaria	Yakima
Protosmia rubifloris	Chelan
Protosmia rubifloris	King
Protosmia rubifloris	Okanogan
Protosmia rubifloris	Thurston
Macropis steironematis	Yakima
